Pur,Ch,Dm,Adr,Pos,U#,Type,Load,Acc,Clr,Gbo,Gsiz,Ckt,C#,Cbl,DtaC,Mk,Sys,RAM,DMX,CAT,L620,SGP,CT,VT,Mod,DPF,HC,MD,FIBR,IRN,PCon,T1,ADPT,OCH,IP,NFN,NF,HFC,Print,SLXN,FCAN,Scy,L/R,U/D,Nt,US,DS,SR,SL,Top,Bot,Foc,Ax,Bm,Layer,Legend,Class,XCord,YCord,ZCord,Rot,VWFcPt,LtOrd,LW,Ext,Sym,Plt,Univ,DMX,Phs,PosOrd,WkStat,DTyp,ClrFm,When,Pos & U#,Type & Acc,Type & Load,Type & Acc & Load,Ckt & C#,Clr & Gbo,Flgs,DxQ,Wt,Typ Sym,Lbl Lgnd,LtPlt,Acc Wt,Prof,Pur Nt,Ch Nt,Dm Nt,Adr Nt,Pos Nt,U# Nt,Type Nt,Load Nt,Acc Nt,Clr Nt,Gbo Nt,Gsiz Nt,Ckt Nt,C# Nt,Cbl Nt,DtaC Nt,Mk Nt,Sys Nt,RAM Nt,DMX Nt,CAT Nt,L620 Nt,SGP Nt,CT Nt,VT Nt,Mod Nt,DPF Nt,HC Nt,MD Nt,FIBR Nt,IRN Nt,PCon Nt,T1 Nt,ADPT Nt,OCH Nt,IP Nt,NFN Nt,NF Nt,HFC Nt,Print Nt,SLXN Nt,FCAN Nt,Scy Nt,L/R Nt,U/D Nt,Nt Nt,Ct1 Nt
FRT UR,226,118,1/118,FOH Cove,18,S4-10,750,TH,R119,,,1D,3,,,,A,,,,,,,,,,,,,,,,,,,,,,,,UR,,14R,+23,Used on Laurey in Q79.5 (should cover 7R to SR wall),C/T +31 @ HH,,C/O SR Wall,L/A 7R,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main,None,"-16'-6""","-15'-1""",0',,,22,78915B:560:1D:1B:Vecto,1475.1.1.0.0,S4-10 750w-Short,Yes,1,118,,3,,Light,Source 4 10°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,FOH Cove #18,S4-10+TH,S4-10 750w,S4-10+TH 750w,1D-3,R119,,1,36 lbs,S4-10 750w-Short,GS Main,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRT WMR,217,119,1/119,FOH Cove,19,S4-10,750,TH,R119,,,1D,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,WMR,,21R,+13,,C/O Wall,,C/O Wall + Prosc,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main,None,-21',"-15'-1""",0',,,23,52B006:4CF:1D:1B:Vecto,1480.1.1.0.0,S4-10 750w-Short,Yes,1,119,,3,,Light,Source 4 10°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,FOH Cove #19,S4-10+TH,S4-10 750w,S4-10+TH 750w,1D-4,R119,,1,36 lbs,S4-10 750w-Short,GS Main,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRT WDR,207,120,1/120,FOH Cove,20,S4-14,750,TH,R119,,,1D,5,,,,A,,,,,,,,,,,,,,,,,,,,,,,,WDR,,21R,+3,,,C/T EOD,C/O Wall + Prosc,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main,None,"-22'-6""","-15'-1""",0',,,24,19DD19:4EC:1D:1B:Vecto,1479.1.1.0.0,S4-14 750w-Short,Yes,1,120,,3,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,FOH Cove #20,S4-14+TH,S4-14 750w,S4-14+TH 750w,1D-5,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,BxBm SL,,,,,,,,1F,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,1,7CA5F4:D40F:10:30:Ronal,,,No,,,,4,,Light,,10/18/21 at 8:44 PM - HFC  by me,BxBm SL #,,,,1F-6,,,,,,,False,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box UR,255,122,1/122,BxBm SL,1c,S4-14,750,TH,R119,,,1E,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,UR,,14R,+17,,,,,,C/T HH when standing against SR wall,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"21'-4""","-12'-5""",0',90°,,2,2424B9:1DD:1D:1A:Vecto,1506.1.1.0.0,S4-14 750w,No,1,122,,4,,Light,Source 4 14°,11/6/21 at 1:30 PM - Unit#  by me,BxBm SL #1c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1E-1,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box DR,235,123,1/123,BxBm SL,2,S4-14,750,TH,R119,,,1E,2,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DR,,14R,+3,,,C/T EOD,,,C/T HH when standing against SR wall,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"21'-4""","-11'-11""",0',90°,,3,17ABAD:1C0:1D:1A:Vecto,1507.1.1.0.0,S4-14 750w-Short,Yes,1,123,,4,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SL #2,S4-14+TH,S4-14 750w,S4-14+TH 750w,1E-2,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box URC,254,124,1/124,BxBm SL,2c,S4-14,750,TH,R119,,,1E,3,,,,A,,,,,,,,,,,,,,,,,,,,,,,,URC,,7R,+17,,,,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"19'-4""","-12'-5""",0',90°,,4,641F4A:1A3:1D:1A:Vecto,1508.1.1.0.0,S4-14 750w,No,1,124,,4,,Light,Source 4 14°,11/6/21 at 1:30 PM - Unit#  by me,BxBm SL #2c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1E-3,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box UC,253,126,1/126,BxBm SL,3c,S4-14,750,TH,R119,,,1E,5,,,,A,,,,,,,,,,,,,,,,,,,,,,,,UC,,CL,+17,,,,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"17'-4""","-12'-5""",0',90°,,5,198812:169:1D:1A:Vecto,1510.1.1.0.0,S4-14 750w,No,1,126,,4,,Light,Source 4 14°,11/6/21 at 1:30 PM - Unit#  by me,BxBm SL #3c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1E-5,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box DRC,234,125,1/125,BxBm SL,4,S4-14,750,TH,R119,,,1E,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DRC,,7R,+3,C/T EOD,,,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"19'-4""","-11'-11""",0',90°,,6,729E51:186:1D:1A:Vecto,1509.1.1.0.0,S4-14 750w-Short,Yes,1,125,,4,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SL #4,S4-14+TH,S4-14 750w,S4-14+TH 750w,1E-4,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box ULC,252,128,1/128,BxBm SL,4c,S4-14,750,TH,R119,,,1F,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,ULC,,7L,+17,,,,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"15'-4""","-12'-5""",0',90°,,7,842B1B:12F:1D:1A:Vecto,1512.1.1.0.0,S4-14 750w,No,1,128,,4,,Light,Source 4 14°,11/6/21 at 1:30 PM - Unit#  by me,BxBm SL #4c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1F-1,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box UL,251,130,1/130,BxBm SL,5c,S4-14,750,TH,R119,,,1F,3,,,,A,,,,,,,,,,,,,,,,,,,,,,,,UL,,14L,+17,,,,,C/O Prosc + Wall,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"13'-4""","-12'-5""",0',90°,,8,78A71D:F5:1D:1A:Vecto,1514.1.1.0.0,S4-14 750w,No,1,130,,4,,Light,Source 4 14°,11/6/21 at 1:30 PM - Unit#  by me,BxBm SL #5c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1F-3,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box DC,233,127,1/127,BxBm SL,6,S4-14,750,TH,R119,,,1E,6,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DC,,CL,+3,,,C/T EOD,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"17'-4""","-11'-11""",0',90°,,9,8FC23E:14C:1D:1A:Vecto,1511.1.1.0.0,S4-14 750w-Short,Yes,1,127,,4,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SL #6,S4-14+TH,S4-14 750w,S4-14+TH 750w,1E-6,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box DLC,232,129,1/129,BxBm SL,8,S4-14,750,TH,R119,,,1F,2,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DLC,,7L,+3,,,C/T EOD,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"15'-4""","-11'-11""",0',90°,,10,7118A9:112:1D:1A:Vecto,1513.1.1.0.0,S4-14 750w-Short,Yes,1,129,,4,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SL #8,S4-14+TH,S4-14 750w,S4-14+TH 750w,1F-2,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Box DL,231,131,1/131,BxBm SL,10,S4-14,750,TH,R119,,,1F,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DL,,14L,+3,,,C/T EOD,,C/O Prosc + Wall,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"13'-4""","-11'-11""",0',90°,,11,78B598:D8:1D:1A:Vecto,1515.1.1.0.0,S4-14 750w-Short,Yes,1,131,,4,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SL #10,S4-14+TH,S4-14 750w,S4-14+TH 750w,1F-4,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< Apron N,100,132,1/132,BxBm SL,11,S4-14,750,TH,R119,,,1F,5,,,,A,,,,,,,,,,,,,,,,,,,,,,,,APRON N,,21L,+3,,,C/T EOD,,C/O Prosc + Wall,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"11'-4""","-11'-11""",0',90°,,12,59064F:AC5E:39:1E:Vecto,2040.1.1.0.0,S4-14 750w-Short,Yes,1,132,,4,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SL #11,S4-14+TH,S4-14 750w,S4-14+TH 750w,1F-5,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,BxBm SR,,,,,,,,1H,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,1,846D4B:D411:10:30:Ronal,,,No,,,,5,,Light,,10/18/21 at 8:44 PM - HFC  by me,BxBm SR #,,,,1H-6,,,,,,,False,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box UL >,265,133,1/133,BxBm SR,1c,S4-14,750,TH,R119,,,1G,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,UL,,14R,+17,,,,,,C/T HH when standing against SL wall,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-21'-4""","-12'-5""",0',-90°,,2,7654F8:2FF:1D:1A:Vecto,1496.1.1.0.0,S4-14 750w,No,1,133,,5,,Light,Source 4 14°,11/6/21 at 1:31 PM - Unit#  by me,BxBm SR #1c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1G-1,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box DL >,245,134,1/134,BxBm SR,2,S4-14,750,TH,R119,,,1G,2,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DL,,14R,+3,,,C/T EOD,,,C/T HH when standing against SL wall,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-21'-4""","-11'-11""",0',-90°,,3,4FBDD1:2E2:1D:1A:Vecto,1497.1.1.0.0,S4-14 750w-Short,Yes,1,134,,5,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SR #2,S4-14+TH,S4-14 750w,S4-14+TH 750w,1G-2,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box ULC >,264,135,1/135,BxBm SR,2c,S4-14,750,TH,R119,,,1G,3,,,,A,,,,,,,,,,,,,,,,,,,,,,,,ULC,,7R,+17,,,,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-19'-4""","-12'-5""",0',-90°,,4,88E6A7:2C5:1D:1A:Vecto,1498.1.1.0.0,S4-14 750w,No,1,135,,5,,Light,Source 4 14°,11/6/21 at 1:31 PM - Unit#  by me,BxBm SR #2c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1G-3,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box UC >,263,137,1/137,BxBm SR,3c,S4-14,750,TH,R119,,,1G,5,,,,A,,,,,,,,,,,,,,,,,,,,,,,,UC,,CL,+17,,,,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-17'-4""","-12'-5""",0',-90°,,5,4440BD:28B:1D:1A:Vecto,1500.1.1.0.0,S4-14 750w,No,1,137,,5,,Light,Source 4 14°,11/6/21 at 1:31 PM - Unit#  by me,BxBm SR #3c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1G-5,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box DLC >,244,136,1/136,BxBm SR,4,S4-14,750,TH,R119,,,1G,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DLC,,7R,+3,,,C/T EOD,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-19'-4""","-11'-11""",0',-90°,,6,6A6F6D:2A8:1D:1A:Vecto,1499.1.1.0.0,S4-14 750w-Short,Yes,1,136,,5,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SR #4,S4-14+TH,S4-14 750w,S4-14+TH 750w,1G-4,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box URC >,262,139,1/139,BxBm SR,4c,S4-14,750,TH,R119,,,1H,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,URC,,7L,+17,,,,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-15'-4""","-12'-5""",0',-90°,,7,1D0B5A:251:1D:1A:Vecto,1502.1.1.0.0,S4-14 750w,No,1,139,,5,,Light,Source 4 14°,11/6/21 at 1:31 PM - Unit#  by me,BxBm SR #4c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1H-1,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box UR >,261,141,1/141,BxBm SR,5c,S4-14,750,TH,R119,,,1H,3,,,,A,,,,,,,,,,,,,,,,,,,,,,,,UR,,14L,+17,,,,C/O Prosc + Wall,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-13'-4""","-12'-5""",0',-90°,,8,25EBF1:217:1D:1A:Vecto,1504.1.1.0.0,S4-14 750w,No,1,141,,5,,Light,Source 4 14°,11/6/21 at 1:31 PM - Unit#  by me,BxBm SR #5c,S4-14+TH,S4-14 750w,S4-14+TH 750w,1H-3,R119,,1,40 lbs,S4-14 750w,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box DC >,243,138,1/138,BxBm SR,6,S4-14,750,TH,R119,,,1G,6,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DC,,CL,+3,,,C/T EOD,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-17'-4""","-11'-11""",0',-90°,,9,33AAF0:26E:1D:1A:Vecto,1501.1.1.0.0,S4-14 750w-Short,Yes,1,138,,5,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SR #6,S4-14+TH,S4-14 750w,S4-14+TH 750w,1G-6,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box DRC >,242,140,1/140,BxBm SR,8,S4-14,750,TH,R119,,,1H,2,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DRC,,7L,+3,,,C/T EOD,,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-15'-4""","-11'-11""",0',-90°,,10,3FDF1E:234:1D:1A:Vecto,1503.1.1.0.0,S4-14 750w-Short,Yes,1,140,,5,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SR #8,S4-14+TH,S4-14 750w,S4-14+TH 750w,1H-2,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box DR >,241,142,1/142,BxBm SR,10,S4-14,750,TH,R119,,,1H,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DR,,14L,+3,,,C/T EOD,C/O Prosc + Wall,,,,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-13'-4""","-11'-11""",0',-90°,,11,6AE468:1FA:1D:1A:Vecto,1505.1.1.0.0,S4-14 750w-Short,Yes,1,142,,5,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SR #10,S4-14+TH,S4-14 750w,S4-14+TH 750w,1H-4,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apron N >,110,143,1/143,BxBm SR,11,S4-14,750,TH,R119,,,1H,5,,,,A,,,,,,,,,,,,,,,,,,,,,,,,APRON N,,21R,+3,,,,C/O Prosc + Wall,,,C/T EOD,Not,,Sharp/Medium,[GP] LX-FOH,GS Main-Side Purpose,None,"-11'-4""","-11'-11""",0',-90°,,12,458FB6:AC44:39:1E:Vecto,2041.1.1.0.0,S4-14 750w-Short,Yes,1,143,,5,,Light,Source 4 14°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,BxBm SR #11,S4-14+TH,S4-14 750w,S4-14+TH 750w,1H-5,R119,,1,40 lbs,S4-14 750w-Short,GS Main-Side Purpose,True,,,,,,,,,,,,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,P324,,Apron Truss OH,,,,,,,,3D,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,1,21E5F2:D445:10:30:Ronal,,,No,,,,6,,Light,,10/18/21 at 8:44 PM - HFC  by me,Apron Truss OH #,,,,3D-6,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,P318,,Apron Truss OH,,,,,,,,3C,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,2,28579E:D443:10:30:Ronal,,,No,,,,6,,Light,,10/18/21 at 8:44 PM - HFC  by me,Apron Truss OH #,,,,3C-6,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,P317,,Apron Truss OH,,,,,,,,3C,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,3,63F517:D441:10:30:Ronal,,,No,,,,6,,Light,,10/18/21 at 8:44 PM - HFC  by me,Apron Truss OH #,,,,3C-5,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,P306,,Apron Truss OH,,,,,,,,3A,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,4,16E50E:D43B:10:30:Ronal,,,No,,,,6,,Light,,10/18/21 at 8:44 PM - HFC  by me,Apron Truss OH #,,,,3A-6,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audience,281,P305,3/1,Apron Truss OH,1,S4 LED-Fresnel,171,,,,,3A,5,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,5',,ML6-FPC,,,,,,,,,,,,"Tip as low as possible, pan straight out into audience (perpendicular to truss)",,,,,,,Not,,Out/Fl,[GP] LX-Overstage,GS Main,None,"19'-6""","-7'-11""",0',180°,,5,196384:49E7:3A:31:Vecto,1897.1.1.0.0,S4 LED-Fresnel,Yes,3,1,,6,,Moving Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,Apron Truss OH #1,S4 LED-Fresnel,S4 LED-Fresnel 171w,S4 LED-Fresnel 171w,3A-5,,,10,45 lbs,S4 LED-Fresnel,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audience,282,P305,3/11,Apron Truss OH,2,S4 LED-Fresnel,171,,,,,3A,5,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,5',,,,,,,,,,,,,,"Tip as low as possible, pan straight out into audience (perpendicular to truss)",,,,,,,Not,,Out/Fl,[GP] LX-Overstage,GS Main,None,"17'-6""","-7'-11""",0',180°,,6,31920D:4A00:3A:31:Vecto,1896.1.1.0.0,S4 LED-Fresnel,Yes,3,11,,6,,Moving Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,Apron Truss OH #2,S4 LED-Fresnel,S4 LED-Fresnel 171w,S4 LED-Fresnel 171w,3A-5,,,10,45 lbs,S4 LED-Fresnel,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audience,283,P305,3/21,Apron Truss OH,3,S4 LED-Fresnel,171,,,,,3A,5,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,5',,,,,,,,,,,,,,"Tip as low as possible, pan straight out into audience (perpendicular to truss)",,,,,,,Not,,Out/Fl,[GP] LX-Overstage,GS Main,None,"15'-6""","-7'-11""",0',180°,,7,3E4EA0:4A19:3A:31:Vecto,1895.1.1.0.0,S4 LED-Fresnel,Yes,3,21,,6,,Moving Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,Apron Truss OH #3,S4 LED-Fresnel,S4 LED-Fresnel 171w,S4 LED-Fresnel 171w,3A-5,,,10,45 lbs,S4 LED-Fresnel,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audience,284,P305,3/31,Apron Truss OH,4,S4 LED-Fresnel,171,,,,,3A,5,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,5',,,,,,,,,,,,,,"Tip as low as possible, pan straight out into audience (perpendicular to truss)",,,,,,,Not,,Out/Fl,[GP] LX-Overstage,GS Main,None,"13'-6""","-7'-11""",0',180°,,8,72769B:4A32:3A:31:Vecto,1894.1.1.0.0,S4 LED-Fresnel,Yes,3,31,,6,,Moving Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,Apron Truss OH #4,S4 LED-Fresnel,S4 LED-Fresnel 171w,S4 LED-Fresnel 171w,3A-5,,,10,45 lbs,S4 LED-Fresnel,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audience,285,P305,3/41,Apron Truss OH,5,S4 LED-Fresnel,171,,,,,3A,5,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,5',,,,,,,,,,,,,,"Tip as low as possible, pan straight out into audience (perpendicular to truss)",,,,,,,Not,,Out/Fl,[GP] LX-Overstage,GS Main,None,"11'-6""","-7'-11""",0',180°,,9,433358:4A4B:3A:31:Vecto,1893.1.1.0.0,S4 LED-Fresnel,Yes,3,41,,6,,Moving Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,Apron Truss OH #5,S4 LED-Fresnel,S4 LED-Fresnel 171w,S4 LED-Fresnel 171w,3A-5,,,10,45 lbs,S4 LED-Fresnel,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
